SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_BLOCKED_USER_EXISTS,WS-37150-6,0x8220b185
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_EXPIRED_ACCESS_TOKEN,WS-37156-2,0x8220b202
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_EXPIRED_NP_TITLE_TOKEN,WS-37159-5,0x8220b205
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_HEADER_REQUIRED,WS-37144-9,0x8220b141
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INTERNAL_SERVER_ERROR,WS-37178-6,0x8220b301
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_ACCESS_TOKEN,WS-37155-1,0x8220b201
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_BODY,WS-37145-0,0x8220b180
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_BODY_PARAMETER,WS-37147-2,0x8220b182
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_BODY_PARAMETER_COMBINATION,WS-37149-4,0x8220b184
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-37148-3,0x8220b183
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_HEADER,WS-37143-8,0x8220b140
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_MULTIPART_HEADER,WS-37152-8,0x8220b187
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_COMMUNICATION_ID,WS-37129-2,0x8220b007
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_ENVIRONMENT,WS-37126-9,0x8220b004
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_SERVICE_LABEL,WS-37128-1,0x8220b006
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_SERVICE_NAME,WS-37131-5,0x8220b009
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_TITLE_ID,WS-37127-0,0x8220b005
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_NP_TITLE_TOKEN,WS-37158-4,0x8220b204
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_OAUTH_CLIENT_ID,WS-37132-6,0x8220b00a
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_PARAMETER_IN_URL,WS-37141-6,0x8220b104
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_QUERY_PARAMETER,WS-37138-2,0x8220b101
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_QUERY_PARAMETER_COMBINATION,WS-37139-3,0x8220b102
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_QUERY_STRING,WS-37137-1,0x8220b100
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_INVALID_SERVICE_ID,WS-37130-4,0x8220b008
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_MANDATORY_BODY_PARAMETER_MISSING,WS-37151-7,0x8220b186
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_MANDATORY_MULTIPART_HEADER_MISSING,WS-37153-9,0x8220b188
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_MANDATORY_QUERY_PARAMETER_MISSING,WS-37142-7,0x8220b105
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NEED_TO_UPGRADE,WS-37168-5,0x8220b20e
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NOT_AUTHORIZED,WS-37160-7,0x8220b206
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NOT_AUTHORIZED_ACCESS_TOKEN,WS-37167-4,0x8220b20d
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NOT_AUTHORIZED_APPLICATION,WS-37174-2,0x8220b283
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NOT_AUTHORIZED_ON_PLATFORM,WS-37169-6,0x8220b20f
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NP_COMMUNICATION_ID_NOT_FOUND,WS-37175-3,0x8220b284
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NP_SERVICE_LABEL_NOT_FOUND,WS-37173-1,0x8220b282
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NP_TITLE_ID_NOT_FOUND,WS-37172-0,0x8220b281
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NP_TITLE_ID_NOT_MATCHING_TOKENS,WS-37133-7,0x8220b00b
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NP_TITLE_TOKEN_REQUIRED,WS-37157-3,0x8220b203
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_NULL_VALUE_NOT_ALLOWED,WS-37146-1,0x8220b181
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_RATE_LIMIT_EXCEEDED,WS-37165-2,0x8220b20b
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_RESOURCE_NOT_FOUND,WS-37135-9,0x8220b00d
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_SERVER_BUSY,WS-37180-9,0x8220b303
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_SERVICE_CLOSED,WS-37183-2,0x8220b341
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_SERVICE_ID_NOT_FOUND,WS-37176-4,0x8220b285
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_SERVICE_TEMPORARILY_UNAVAILABLE,WS-37179-7,0x8220b302
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_TOO_LARGE_BODY,WS-37125-8,0x8220b003
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-37140-5,0x8220b103
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNDER_MAINTENANCE,WS-37182-1,0x8220b340
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNEXPECTED_ERROR,WS-37177-5,0x8220b300
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNKNOWN_CLIENT,WS-37171-9,0x8220b280
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNKNOWN_ERROR,WS-37184-3,0x8220b380
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_UNSUPPORTED_API_VERSION,WS-37124-7,0x8220b002
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_USER_NOT_FOUND,WS-37134-8,0x8220b00c
SCE_NP_WEBAPI_SERVER_ERROR_GRIEF_REPORT_USERS_ACCESS_TOKEN_REQUIRED,WS-37170-8,0x8220b210
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_ACCESS_DENIED_BY_PRIVACY_LEVEL,WS-36975-0,0x8220620c
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-36945-7,0x8220600e
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_ACCESS_DENIED_DUE_TO_TITILE_MISMATCH,WS-36973-8,0x8220620a
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_ACCESS_TOKEN_REQUIRED,WS-36963-7,0x82206200
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_ALREADY_GROUP_MEMBER,WS-36996-3,0x82206803
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_AUTHORIZATION_SERVER_ERROR,WS-36990-7,0x82206304
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_BAD_REQUEST,WS-36932-3,0x82206001
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_BANNED_APPLICATION,WS-36970-5,0x82206207
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_BANNED_DEVICE,WS-36972-7,0x82206209
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_BANNED_USER,WS-36971-6,0x82206208
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_BLOCKED_USER_EXISTS,WS-36959-2,0x82206185
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_EXCEEDED_GROUP_MEMBERS_LIMIT,WS-36997-4,0x82206804
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_EXPIRED_ACCESS_TOKEN,WS-36965-9,0x82206202
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_EXPIRED_NP_TITLE_TOKEN,WS-36968-2,0x82206205
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_HEADER_REQUIRED,WS-36953-6,0x82206141
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INTERNAL_SERVER_ERROR,WS-36987-3,0x82206301
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_ACCESS_TOKEN,WS-36964-8,0x82206201
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_BODY,WS-36954-7,0x82206180
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_BODY_PARAMETER,WS-36956-9,0x82206182
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_BODY_PARAMETER_COMBINATION,WS-36958-1,0x82206184
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-36957-0,0x82206183
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_HEADER,WS-36952-5,0x82206140
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_MULTIPART_HEADER,WS-36961-5,0x82206187
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_COMMUNICATION_ID,WS-36938-9,0x82206007
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_ENVIRONMENT,WS-36935-6,0x82206004
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_SERVICE_LABEL,WS-36937-8,0x82206006
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_SERVICE_NAME,WS-36940-2,0x82206009
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_TITLE_ID,WS-36936-7,0x82206005
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_NP_TITLE_TOKEN,WS-36967-1,0x82206204
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_OAUTH_CLIENT_ID,WS-36941-3,0x8220600a
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_PARAMETER_IN_URL,WS-36950-3,0x82206104
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_QUERY_PARAMETER,WS-36947-9,0x82206101
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_QUERY_PARAMETER_COMBINATION,WS-36948-0,0x82206102
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_QUERY_STRING,WS-36946-8,0x82206100
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INVALID_SERVICE_ID,WS-36939-0,0x82206008
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_MANDATORY_BODY_PARAMETER_MISSING,WS-36960-4,0x82206186
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_MANDATORY_MULTIPART_HEADER_MISSING,WS-36962-6,0x82206188
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_MANDATORY_QUERY_PARAMETER_MISSING,WS-36951-4,0x82206105
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NEED_TO_UPGRADE,WS-36977-2,0x8220620e
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NOT_AUTHORIZED,WS-36969-3,0x82206206
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NOT_AUTHORIZED_ACCESS_TOKEN,WS-36976-1,0x8220620d
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NOT_AUTHORIZED_APPLICATION,WS-36983-9,0x82206283
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NOT_AUTHORIZED_ON_PLATFORM,WS-36978-3,0x8220620f
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NP_COMMUNICATION_ID_NOT_FOUND,WS-36984-0,0x82206284
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NP_SERVICE_LABEL_NOT_FOUND,WS-36982-8,0x82206282
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NP_TITLE_ID_NOT_FOUND,WS-36981-7,0x82206281
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NP_TITLE_ID_NOT_MATCHING_TOKENS,WS-36942-4,0x8220600b
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NP_TITLE_TOKEN_REQUIRED,WS-36966-0,0x82206203
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_NULL_VALUE_NOT_ALLOWED,WS-36955-8,0x82206181
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_RATE_LIMIT_EXCEEDED,WS-36974-9,0x8220620b
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_RESOURCE_NOT_FOUND,WS-36944-6,0x8220600d
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_SERVER_BUSY,WS-36989-5,0x82206303
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_SERVICE_CLOSED,WS-36992-9,0x82206341
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_SERVICE_ID_NOT_FOUND,WS-36985-1,0x82206285
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_SERVICE_TEMPORARILY_UNAVAILABLE,WS-36988-4,0x82206302
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_TOO_LARGE_BODY,WS-36934-5,0x82206003
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_TOO_LARGE_IMAGE_DATA,WS-36994-1,0x82206400
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_TOO_LARGE_VOICE_DATA,WS-36995-2,0x82206802
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-36949-1,0x82206103
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNDER_MAINTENANCE,WS-36991-8,0x82206340
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNEXPECTED_ERROR,WS-36986-2,0x82206300
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNKNOWN_CLIENT,WS-36980-6,0x82206280
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNKNOWN_ERROR,WS-36993-0,0x82206380
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_UNSUPPORTED_API_VERSION,WS-36933-4,0x82206002
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_USER_NOT_FOUND,WS-36943-5,0x8220600c
SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_USERS_ACCESS_TOKEN_REQUIRED,WS-36979-4,0x82206210
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_100_CONTINUE,WS-37444-2,0x82f00064
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_101_SWITCHING_PROTOCOLS,WS-37445-3,0x82f00065
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_102_PROCESSING,WS-37446-4,0x82f00066
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_200_OK,WS-37447-5,0x82f000c8
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_201_CREATED,WS-37448-6,0x82f000c9
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_202_ACCEPTED,WS-37449-7,0x82f000ca
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_203_NON_AUTHORITATIVE_INFORMATION,WS-37450-9,0x82f000cb
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_204_NO_CONTENT,WS-37451-0,0x82f000cc
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_205_RESET_CONTENT,WS-37452-1,0x82f000cd
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_206_PARTIAL_CONTENT,WS-37453-2,0x82f000ce
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_207_MULTI_STATUS,WS-37454-3,0x82f000cf
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_208_ALREADY_REPORTED,WS-37455-4,0x82f000d0
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_226_IM_USED,WS-37456-5,0x82f000e2
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_300_MULTIPLE_CHOICES,WS-37457-6,0x82f0012c
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_301_MOVED_PERMANENTLY,WS-37458-7,0x82f0012d
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_302_FOUND,WS-37459-8,0x82f0012e
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_303_SEE_OTHER,WS-37460-0,0x82f0012f
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_304_NOT_MODIFIED,WS-37461-1,0x82f00130
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_305_USE_PROXY,WS-37462-2,0x82f00131
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_306_SWITCH_PROXY,WS-37463-3,0x82f00132
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_307_TEMPORARY_REDIRECT,WS-37464-4,0x82f00133
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_308_PERMANENT_REDIRECT,WS-37465-5,0x82f00134
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_400_BAD_REQUEST,WS-37466-6,0x82f00190
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_401_UNAUTHORIZED,WS-37467-7,0x82f00191
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_402_PAYMENT_REQUIRED,WS-37468-8,0x82f00192
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_403_FORBIDDEN,WS-37469-9,0x82f00193
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_404_NOT_FOUND,WS-37470-1,0x82f00194
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_405_METHOD_NOT_ALLOWED,WS-37471-2,0x82f00195
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_406_NOT_ACCEPTABLE,WS-37472-3,0x82f00196
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_407_PROXY_AUTHENTICATION_REQUIRED,WS-37473-4,0x82f00197
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_408_REQUEST_TIMEOUT,WS-37474-5,0x82f00198
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_409_CONFLICT,WS-37475-6,0x82f00199
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_410_GONE,WS-37476-7,0x82f0019a
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_411_LENGTH_REQUIRED,WS-37477-8,0x82f0019b
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_412_PRECONDITION_FAILED,WS-37478-9,0x82f0019c
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_413_REQUEST_ENTITY_TOO_LARGE,WS-37479-0,0x82f0019d
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_414_REQUEST_URI_TOO_LONG,WS-37480-2,0x82f0019e
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_415_UNSUPPORTED_MEDIA_TYPE,WS-37481-3,0x82f0019f
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_416_REQUESTED_RANGE_NOT_SATISFIABLE,WS-37482-4,0x82f001a0
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_417_EXPECTATION_FAILED,WS-37483-5,0x82f001a1
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_418_I_M_A_TEAPOT,WS-37484-6,0x82f001a2
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_419_AUTHENTICATION_TIMEOUT,WS-37485-7,0x82f001a3
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_420_METHOD_FAILURE_ENHANCE_YOUR_CALM,WS-37486-8,0x82f001a4
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_422_UNPROCESSABLE_ENTITY,WS-37487-9,0x82f001a6
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_423_LOCKED,WS-37488-0,0x82f001a7
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_424_FAILED_DEPENDENCY,WS-37489-1,0x82f001a8
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_425_METHOD_FAILURE,WS-37490-3,0x82f001a9
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_426_UNORDERED_COLLECTION,WS-37491-4,0x82f001aa
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_427_UPGRADE_REQUIRED,WS-37492-5,0x82f001ab
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_428_PRECONDITION_REQUIRED,WS-37493-6,0x82f001ac
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_429_TOO_MANY_REQUESTS,WS-37494-7,0x82f001ad
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_431_REQUEST_HEADER_FIELDS_TOO_LARGE,WS-37495-8,0x82f001af
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_444_NO_RESPONSE,WS-37496-9,0x82f001bc
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_449_RETRY_WITH,WS-37497-0,0x82f001c1
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_450_BLOCKED_BY_WINDOWS_PARENTAL_CONTROLS,WS-37498-1,0x82f001c2
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_451_UNAVAILABLE_FOR_LEGAL_REASONS,WS-37499-2,0x82f001c3
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_499_CLIENT_CLOSED_REQUEST,WS-37500-5,0x82f001f3
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_500_INTERNAL_SERVER_ERROR,WS-37501-6,0x82f001f4
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_501_NOT_IMPLEMENTED,WS-37502-7,0x82f001f5
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_502_BAD_GATEWAY,WS-37503-8,0x82f001f6
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_503_SERVICE_UNAVAILABLE,WS-37504-9,0x82f001f7
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_504_GATEWAY_TIMEOUT,WS-37505-0,0x82f001f8
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_505_HTTP_VERSION_NOT_SUPPORTED,WS-37506-1,0x82f001f9
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_506_VARIANT_ALSO_NEGOTIATES,WS-37507-2,0x82f001fa
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_507_INSUFFICIENT_STORAGE,WS-37508-3,0x82f001fb
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_508_LOOP_DETECTED,WS-37509-4,0x82f001fc
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_509_BANDWIDTH_LIMIT_EXCEEDED,WS-37510-6,0x82f001fd
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_510_NOT_EXTENDED,WS-37511-7,0x82f001fe
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_511_NETWORK_AUTHENTICATION_REQUIRED,WS-37512-8,0x82f001ff
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_522_CONNECTION_TIMED_OUT,WS-37513-9,0x82f0020a
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_598_NETWORK_READ_TIMEOUT_ERROR,WS-37514-0,0x82f00256
SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_599_NETWORK_CONNECT_TIMEOUT_ERROR,WS-37515-1,0x82f00257
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_ACCESS_DENIED_BY_PRIVACY_LEVEL,WS-37041-5,0x8220720c
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-37011-2,0x8220700e
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_ACCESS_DENIED_DUE_TO_TITILE_MISMATCH,WS-37039-2,0x8220720a
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_ACCESS_TOKEN_REQUIRED,WS-37029-1,0x82207200
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_AUTHORIZATION_SERVER_ERROR,WS-37056-1,0x82207304
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_BAD_REQUEST,WS-36998-5,0x82207001
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_BANNED_APPLICATION,WS-37036-9,0x82207207
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_BANNED_DEVICE,WS-37038-1,0x82207209
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_BANNED_USER,WS-37037-0,0x82207208
SCE_NP_WEBAPI_SERVER_ERROR_NOTIFICATION_LIST_BLOCKED_USER_EXISTS,WS-37025-7,0x82207185
