SCE_KERNEL_ERROR_EPERM,CE-30001-4,0x80020001,Operation not permitted
SCE_NP_WEBAPI_SERVER_ERROR_TUS_INVALID_BODY_PARAMETER_COMBINATION,WS-38372-3,0x82213184,Request body member combination is invalid (JSON error code: 2175364)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_BLOCKED_USER_EXISTS,WS-38373-4,0x82213185,Blocked user can't be specified (JSON error code: 2175365)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_MANDATORY_BODY_PARAMETER_MISSING,WS-38374-5,0x82213186,Member required for request body does not exist (JSON error code: 2175366)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_INVALID_MULTIPART_HEADER,WS-38375-6,0x82213187,Parameter for multipart header in request body is invalid (JSON error code: 2175367)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_MANDATORY_MULTIPART_HEADER_MISSING,WS-38376-7,0x82213188,Member required for multipart header parameter in request body does not exist (JSON error code: 2175368)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_ACCESS_TOKEN_REQUIRED,WS-38377-8,0x82213200,No access token (JSON error code: 2175488)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_INVALID_ACCESS_TOKEN,WS-38378-9,0x82213201,Access token is an invalid value or is corrupted (JSON error code: 2175489)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_EXPIRED_ACCESS_TOKEN,WS-38379-0,0x82213202,Access token is expired (JSON error code: 2175490)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NOT_AUTHORIZED,WS-38383-5,0x82213206,Not authorized to access specified resource or use query parameter (JSON error code: 2175494)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_BANNED_APPLICATION,WS-38384-6,0x82213207,Banned title (JSON error code: 2175495)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_BANNED_USER,WS-38385-7,0x82213208,Banned user (JSON error code: 2175496)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_BANNED_DEVICE,WS-38386-8,0x82213209,Banned device (JSON error code: 2175497)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_RATE_LIMIT_EXCEEDED,WS-38388-0,0x8221320B,API rate limit was exceeded (JSON error code: 2175499)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NOT_AUTHORIZED_ACCESS_TOKEN,WS-38390-3,0x8221320D,Access token was obtained with an invalid procedure (JSON error code: 2175501)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NEED_TO_UPGRADE,WS-38391-4,0x8221320E,Account needs to upgrade (JSON error code: 2175502)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_USERS_ACCESS_TOKEN_REQUIRED,WS-38393-6,0x82213210,The API which doesn't permit an access with access token authenticated only with client credential. (JSON error code: 2175504)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_UNKNOWN_CLIENT,WS-38394-7,0x82213280,Client ID for access token is invalid (JSON error code: 2175616)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NP_TITLE_ID_NOT_FOUND,WS-38395-8,0x82213281,Title does not exist (JSON error code: 2175617)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NP_SERVICE_LABEL_NOT_FOUND,WS-38396-9,0x82213282,NP Service Label does not exist (JSON error code: 2175618)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NOT_AUTHORIZED_APPLICATION,WS-38397-0,0x82213283,This title cannot be used for the Management service (JSON error code: 2175619)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_NP_COMMUNICATION_ID_NOT_FOUND,WS-38398-1,0x82213284,NP Communication ID does not exist (JSON error code: 2175620)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_UNEXPECTED_ERROR,WS-38400-5,0x82213300,Unexpected error (JSON error code: 2175744)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_INTERNAL_SERVER_ERROR,WS-38401-6,0x82213301,Internal error of the server (JSON error code: 2175745)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_SERVICE_TEMPORARILY_UNAVAILABLE,WS-38402-7,0x82213302,Service has been temporarily stopped (JSON error code: 2175746)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_SERVER_BUSY,WS-38403-8,0x82213303,Server overload (JSON error code: 2175747)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_AUTHORIZATION_SERVER_ERROR,WS-38404-9,0x82213304,Authentication/authorization server error  (JSON error code: 2175748)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_UNDER_MAINTENANCE,WS-38405-0,0x82213340,Server is under maintenance (JSON error code: 2175808)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_SERVICE_CLOSED,WS-38406-1,0x82213341,Service has closed (JSON error code: 2175809)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_SERVICE_NOT_READY,WS-39037-2,0x82213342,Service is not ready (JSON error code: 2175810)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_UNKNOWN_ERROR,WS-38407-2,0x82213380,Unknown error (JSON error code: 2175872)
SCE_NP_WEBAPI_SERVER_ERROR_TUS_CONDITIONS_NOT_FULFILLED,WS-38408-3,0x82213400,Update conditions not fulfilled (JSON error code: 2176000)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_BAD_REQUEST,WS-38409-4,0x82214001,"Details are unknown, but an invalid value was included in request (header, body, query string, etc.) (JSON error code: 2179073)"
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNSUPPORTED_API_VERSION,WS-38410-6,0x82214002,Unsupported API version (JSON error code: 2179074)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_TOO_LARGE_BODY,WS-38411-7,0x82214003,Request body is too long (JSON error code: 2179075)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_NP_ENVIRONMENT,WS-38412-8,0x82214004,Environment name is invalid (JSON error code: 2179076)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_NP_TITLE_ID,WS-38413-9,0x82214005,NP Title ID is invalid (JSON error code: 2179077)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_NP_SERVICE_LABEL,WS-38414-0,0x82214006,NP Service Label is invalid (JSON error code: 2179078)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_OAUTH_CLIENT_ID,WS-38418-4,0x8221400A,OAuth client ID is invalid (JSON error code: 2179082)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_USER_NOT_FOUND,WS-38420-7,0x8221400C,Target user does not exist (JSON error code: 2179084)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_RESOURCE_NOT_FOUND,WS-38421-8,0x8221400D,Target resource does not exist (JSON error code: 2179085)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-38422-9,0x8221400E,"Access attempted by a non-owner for a resource that only the resource owner can access. For example, attempted to obtain a friend list with presence information of another user. (JSON error code: 2179086)"
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_QUERY_STRING,WS-38423-0,0x82214100,"Details are unknown, but an value in query string is invalid (JSON error code: 2179328)"
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_QUERY_PARAMETER,WS-38424-1,0x82214101,Query parameter value in query string is invalid (JSON error code: 2179329)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_QUERY_PARAMETER_COMBINATION,WS-38425-2,0x82214102,Query parameter combination in query string is invalid (JSON error code: 2179330)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-38426-3,0x82214103,Specified query parameter cannot be used for the specified resource (JSON error code: 2179331)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_PARAMETER_IN_URL,WS-38427-4,0x82214104,Parameter section value included in URL is invalid (JSON error code: 2179332)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_MANDATORY_QUERY_PARAMETER_MISSING,WS-38428-5,0x82214105,Query parameter required for query string does not exist (JSON error code: 2179333)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_HEADER,WS-38429-6,0x82214140,Header value for request header is invalid (JSON error code: 2179392)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_HEADER_REQUIRED,WS-38430-8,0x82214141,Header required for request header does not exist (JSON error code: 2179393)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_BODY,WS-38431-9,0x82214180,"Details are unknown, but request body value is invalid (JSON error code: 2179456)"
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NULL_VALUE_NOT_ALLOWED,WS-38432-0,0x82214181,A member with a null value in request body exists (JSON error code: 2179457)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_BODY_PARAMETER,WS-38433-1,0x82214182,Request body member value is invalid (JSON error code: 2179458)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-38434-2,0x82214183,Number of elements for request body array type members is invalid (JSON error code: 2179459)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_BODY_PARAMETER_COMBINATION,WS-38435-3,0x82214184,Request body member combination is invalid (JSON error code: 2179460)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_BLOCKED_USER_EXISTS,WS-38436-4,0x82214185,Blocked user can't be specified (JSON error code: 2179461)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_MANDATORY_BODY_PARAMETER_MISSING,WS-38437-5,0x82214186,Member required for request body does not exist (JSON error code: 2179462)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_MULTIPART_HEADER,WS-38438-6,0x82214187,Parameter for multipart header in request body is invalid (JSON error code: 2179463)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_MANDATORY_MULTIPART_HEADER_MISSING,WS-38439-7,0x82214188,Member required for multipart header parameter in request body does not exist (JSON error code: 2179464)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_ACCESS_TOKEN_REQUIRED,WS-38440-9,0x82214200,No access token (JSON error code: 2179584)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INVALID_ACCESS_TOKEN,WS-38441-0,0x82214201,Access token is an invalid value or is corrupted (JSON error code: 2179585)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_EXPIRED_ACCESS_TOKEN,WS-38442-1,0x82214202,Access token is expired (JSON error code: 2179586)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NOT_AUTHORIZED,WS-38446-5,0x82214206,Not authorized to access specified resource or use query parameter (JSON error code: 2179590)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_BANNED_APPLICATION,WS-38447-6,0x82214207,Banned title (JSON error code: 2179591)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_BANNED_USER,WS-38448-7,0x82214208,Banned user (JSON error code: 2179592)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_BANNED_DEVICE,WS-38449-8,0x82214209,Banned device (JSON error code: 2179593)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_RATE_LIMIT_EXCEEDED,WS-38451-1,0x8221420B,API rate limit was exceeded (JSON error code: 2179595)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NOT_AUTHORIZED_ACCESS_TOKEN,WS-38453-3,0x8221420D,Access token was obtained with an invalid procedure (JSON error code: 2179597)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NEED_TO_UPGRADE,WS-38454-4,0x8221420E,Account needs to upgrade (JSON error code: 2179598)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_USERS_ACCESS_TOKEN_REQUIRED,WS-38456-6,0x82214210,The API which doesn't permit an access with access token authenticated only with client credential. (JSON error code: 2179600)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNKNOWN_CLIENT,WS-38457-7,0x82214280,Client ID for access token is invalid (JSON error code: 2179712)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NP_TITLE_ID_NOT_FOUND,WS-38458-8,0x82214281,Title does not exist (JSON error code: 2179713)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NP_SERVICE_LABEL_NOT_FOUND,WS-38459-9,0x82214282,NP Service Label does not exist (JSON error code: 2179714)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_NOT_AUTHORIZED_APPLICATION,WS-38460-1,0x82214283,This title cannot be used for the Management service (JSON error code: 2179715)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNEXPECTED_ERROR,WS-38463-4,0x82214300,Unexpected error (JSON error code: 2179840)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_INTERNAL_SERVER_ERROR,WS-38464-5,0x82214301,Internal error of the server (JSON error code: 2179841)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_SERVICE_TEMPORARILY_UNAVAILABLE,WS-38465-6,0x82214302,Service has been temporarily stopped (JSON error code: 2179842)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_SERVER_BUSY,WS-38466-7,0x82214303,Server overload (JSON error code: 2179843)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_AUTHORIZATION_SERVER_ERROR,WS-38467-8,0x82214304,Authentication/authorization server error  (JSON error code: 2179844)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNDER_MAINTENANCE,WS-38468-9,0x82214340,Server is under maintenance (JSON error code: 2179904)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_SERVICE_CLOSED,WS-38469-0,0x82214341,Service has closed (JSON error code: 2179905)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_SERVICE_NOT_READY,WS-39039-4,0x82214342,Service is not ready (JSON error code: 2179906)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_UNKNOWN_ERROR,WS-38470-2,0x82214380,Unknown error (JSON error code: 2179968)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_IP_ADDRESS_IS_ALREADY_REGISTERED,WS-38471-3,0x82214400,IP address is already registered (JSON error code: 2180096)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_ACCESS_SOURCE_IP_ADDRESS_IS_SPECIFIED_FOR_DELETION,WS-38472-4,0x82214401,Access source IP address is specified for deletion (JSON error code: 2180097)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_EXCEED_REGISTRATION_LIMIT,WS-38473-5,0x82214402,Exceed registration limit (JSON error code: 2180098)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_CANNOT_DELETE_LAST_IP_ADDRESS_ENTRY,WS-38474-6,0x82214403,Cannot delete last IP adress entry (JSON error code: 2180099)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_MANAGEMENT_TARGET_SERVICE_NOT_READY_IN_THE_ENVIRONMENT,WS-39040-6,0x82214404,Management target service not ready in the environment (JSON error code: 2180100)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_CONDITIONS_NOT_FULFILLED,WS-38475-7,0x82214500,Update conditions not fulfilled (JSON error code: 2180352)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_SETTERID_USER_NOT_FOUND,WS-39041-7,0x82214501,SetterID user not found (JSON error code: 2180353)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_OVER_THE_GAME_DATA_LIMIT,WS-39042-8,0x82214580,Over the game data limit (JSON error code: 2180480)
SCE_NP_WEBAPI_SERVER_ERROR_MANAGEMENT_RANKING_GAME_DATA_ALREADY_EXISTS,WS-39043-9,0x82214581,Ranking game data already exists (JSON error code: 2180481)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_BAD_REQUEST,WS-40641-5,0x82217001,"Details are unknown, but an invalid value was included in request (header, body, query string, etc.) (JSON error code: 2191361)"
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNSUPPORTED_API_VERSION,WS-40642-6,0x82217002,Unsupported API version (JSON error code: 2191362)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_TOO_LARGE_BODY,WS-40643-7,0x82217003,Request body is too long (JSON error code: 2191363)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_NP_ENVIRONMENT,WS-40644-8,0x82217004,Environment name is invalid (JSON error code: 2191364)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_OAUTH_CLIENT_ID,WS-40650-5,0x8221700A,OAuth client ID is invalid (JSON error code: 2191370)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_USER_NOT_FOUND,WS-40652-7,0x8221700C,Target user does not exist (JSON error code: 2191372)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_RESOURCE_NOT_FOUND,WS-40653-8,0x8221700D,Target resource does not exist (JSON error code: 2191373)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-40654-9,0x8221700E,"Access attempted by a non-owner for a resource that only the resource owner can access. For example, attempted to obtain a friend list with presence information of another user. (JSON error code: 2191374)"
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_QUERY_STRING,WS-40655-0,0x82217100,"Details are unknown, but an value in query string is invalid (JSON error code: 2191616)"
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_QUERY_PARAMETER,WS-40656-1,0x82217101,Query parameter value in query string is invalid (JSON error code: 2191617)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_QUERY_PARAMETER_COMBINATION,WS-40657-2,0x82217102,Query parameter combination in query string is invalid (JSON error code: 2191618)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-40658-3,0x82217103,Specified query parameter cannot be used for the specified resource (JSON error code: 2191619)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_PARAMETER_IN_URL,WS-40659-4,0x82217104,Parameter section value included in URL is invalid (JSON error code: 2191620)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_MANDATORY_QUERY_PARAMETER_MISSING,WS-40660-6,0x82217105,Query parameter required for query string does not exist (JSON error code: 2191621)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_HEADER,WS-40661-7,0x82217140,Header value for request header is invalid (JSON error code: 2191680)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_HEADER_REQUIRED,WS-40662-8,0x82217141,Header required for request header does not exist (JSON error code: 2191681)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_BODY,WS-40663-9,0x82217180,"Details are unknown, but request body value is invalid (JSON error code: 2191744)"
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NULL_VALUE_NOT_ALLOWED,WS-40664-0,0x82217181,A member with a null value in request body exists (JSON error code: 2191745)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_BODY_PARAMETER,WS-40665-1,0x82217182,Request body member value is invalid (JSON error code: 2191746)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_BODY_PARAMETER_LIST_LENGTH,WS-40666-2,0x82217183,Number of elements for request body array type members is invalid (JSON error code: 2191747)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_BODY_PARAMETER_COMBINATION,WS-40667-3,0x82217184,Request body member combination is invalid (JSON error code: 2191748)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_BLOCKED_USER_EXISTS,WS-40668-4,0x82217185,Blocked user can't be specified (JSON error code: 2191749)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_MANDATORY_BODY_PARAMETER_MISSING,WS-40669-5,0x82217186,Member required for request body does not exist (JSON error code: 2191750)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_ACCESS_TOKEN_REQUIRED,WS-40672-9,0x82217200,No access token (JSON error code: 2191872)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INVALID_ACCESS_TOKEN,WS-40673-0,0x82217201,Access token is an invalid value or is corrupted (JSON error code: 2191873)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_EXPIRED_ACCESS_TOKEN,WS-40674-1,0x82217202,Access token is expired (JSON error code: 2191874)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NOT_AUTHORIZED,WS-40678-5,0x82217206,Not authorized to access specified resource or use query parameter (JSON error code: 2191878)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_BANNED_APPLICATION,WS-40679-6,0x82217207,Banned title (JSON error code: 2191879)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_BANNED_USER,WS-40680-8,0x82217208,Banned user (JSON error code: 2191880)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_BANNED_DEVICE,WS-40681-9,0x82217209,Banned device (JSON error code: 2191881)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_RATE_LIMIT_EXCEEDED,WS-40683-1,0x8221720B,API rate limit was exceeded (JSON error code: 2191883)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_ACCESS_DENIED_BY_PRIVACY_LEVEL,WS-40684-2,0x8221720C,Access was denied due to target user privacy setting (JSON error code: 2191884)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NOT_AUTHORIZED_ACCESS_TOKEN,WS-40685-3,0x8221720D,Access token was obtained with an invalid procedure (JSON error code: 2191885)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NEED_TO_UPGRADE,WS-40686-4,0x8221720E,Account needs to upgrade (JSON error code: 2191886)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NOT_AUTHORIZED_ON_PLATFORM,WS-40687-5,0x8221720F,Parameter which is not available on the platform is specified (JSON error code: 2191887)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_USERS_ACCESS_TOKEN_REQUIRED,WS-40688-6,0x82217210,The API which doesn't permit an access with access token authenticated only with client credential. (JSON error code: 2191888)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNKNOWN_CLIENT,WS-40690-9,0x82217280,Client ID for access token is invalid (JSON error code: 2192000)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_NP_TITLE_ID_NOT_FOUND,WS-40691-0,0x82217281,Title does not exist (JSON error code: 2192001)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNEXPECTED_ERROR,WS-40696-5,0x82217300,Unexpected error (JSON error code: 2192128)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_INTERNAL_SERVER_ERROR,WS-40697-6,0x82217301,Internal error of the server (JSON error code: 2192129)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_SERVICE_TEMPORARILY_UNAVAILABLE,WS-40698-7,0x82217302,Service has been temporarily stopped (JSON error code: 2192130)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_SERVER_BUSY,WS-40699-8,0x82217303,Server overload (JSON error code: 2192131)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_AUTHORIZATION_SERVER_ERROR,WS-40700-1,0x82217304,Authentication/authorization server error  (JSON error code: 2192132)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNDER_MAINTENANCE,WS-40702-3,0x82217340,Server is under maintenance (JSON error code: 2192192)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_SERVICE_CLOSED,WS-40703-4,0x82217341,Service has closed (JSON error code: 2192193)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_UNKNOWN_ERROR,WS-40705-6,0x82217380,Unknown error (JSON error code: 2192256)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_RESOURCE_BEING_LOCKED,WS-40706-7,0x82217400,The resource is being locked (JSON error code: 2192384)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_FOLLOWING_FULL,WS-40707-8,0x82217401,Following list reached its limit (JSON error code: 2192385)
SCE_NP_WEBAPI_SERVER_ERROR_FOLLOW_FOLLOWERS_FULL,WS-40708-9,0x82217403,Follower list reached its limit (JSON error code: 2192387)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_BAD_REQUEST,WS-40400-8,0x82218001,"Details are unknown, but an invalid value was included in request (header, body, query string, etc.) (JSON error code: 2195457)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNSUPPORTED_API_VERSION,WS-40401-9,0x82218002,Unsupported API version (JSON error code: 2195458)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_TOO_LARGE_BODY,WS-40402-0,0x82218003,Request body is too long (JSON error code: 2195459)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_NP_ENVIRONMENT,WS-40403-1,0x82218004,Environment name is invalid (JSON error code: 2195460)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_NP_TITLE_ID,WS-40404-2,0x82218005,NP Title ID is invalid (JSON error code: 2195461)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_NP_SERVICE_LABEL,WS-40405-3,0x82218006,NP Service Label is invalid (JSON error code: 2195462)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_NP_COMMUNICATION_ID,WS-40406-4,0x82218007,NP Communication ID is invalid (JSON error code: 2195463)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_OAUTH_CLIENT_ID,WS-40409-7,0x8221800A,OAuth client ID is invalid (JSON error code: 2195466)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_USER_NOT_FOUND,WS-40411-0,0x8221800C,Target user does not exist (JSON error code: 2195468)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_RESOURCE_NOT_FOUND,WS-40412-1,0x8221800D,Target resource does not exist (JSON error code: 2195469)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,WS-40413-2,0x8221800E,"Access attempted by a non-owner for a resource that only the resource owner can access. For example, attempted to obtain a friend list with presence information of another user. (JSON error code: 2195470)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_QUERY_STRING,WS-40414-3,0x82218100,"Details are unknown, but an value in query string is invalid (JSON error code: 2195712)"
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_QUERY_PARAMETER,WS-40415-4,0x82218101,Query parameter value in query string is invalid (JSON error code: 2195713)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_QUERY_PARAMETER_COMBINATION,WS-40416-5,0x82218102,Query parameter combination in query string is invalid (JSON error code: 2195714)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_UNAVAILABLE_QUERY_PARAMETER_FOR_RESOURCE,WS-40417-6,0x82218103,Specified query parameter cannot be used for the specified resource (JSON error code: 2195715)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_PARAMETER_IN_URL,WS-40418-7,0x82218104,Parameter section value included in URL is invalid (JSON error code: 2195716)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_MANDATORY_QUERY_PARAMETER_MISSING,WS-40419-8,0x82218105,Query parameter required for query string does not exist (JSON error code: 2195717)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_INVALID_HEADER,WS-40420-0,0x82218140,Header value for request header is invalid (JSON error code: 2195776)
SCE_NP_WEBAPI_SERVER_ERROR_EVENTS_HEADER_REQUIRED,WS-40421-1,0x82218141,Header required for request header does not exist (JSON error code: 2195777)
